"ApoA1" "ApoB" "BisDBRatio" "BisFARatio" "CH2DBRatio" "CH2InFA" "DBInFA" "DHA" "EstC" "FALen" "FAw3" "FAw6" "FAw79S" "FreeC" "Gln" "Glol" "LLDLFC" "Gp" "HDLC" "HDLD" "IDLC" "IDLFC" "IDLL" "IDLPL" "IDLP" "IDLTG" "LA" "LDLC" "LDLD" "LHDLCE" "LHDLC" "LHDLFC" "LHDLL" "LHDLPL" "LHDLP" "LLDLCE" "LLDLC" "MVLDLFC" "LLDLL" "LLDLPL" "LLDLP" "LVLDLCE" "LVLDLC" "LVLDLFC" "LVLDLL" "LVLDLPL" "LVLDLP" "LVLDLTG" "MHDLCE" "MHDLC" "MHDLFC" "MHDLL" "MHDLPL" "MHDLP" "MLDLCE" "MLDLC" "MLDLL" "MLDLPL" "MLDLP" "MUFA" "MVLDLCE" "MVLDLC" "TotPG" "MVLDLL" "MVLDLPL" "MVLDLP" "MVLDLTG" "OtPUFA" "PC" "SerumC" "SerumTG" "SHDLL" "SHDLP" "SHDLTG" "SLDLC" "SLDLL" "SLDLP" "SM" "SVLDLC" "SVLDLFC" "SVLDLL" "SVLDLPL" "SVLDLP" "SVLDLTG" "TotFA" "VLDLD" "XLHDLCE" "XLHDLC" "XLHDLFC" "XLHDLL" "XLHDLPL" "XLHDLP" "XLHDLTG" "XLVLDLL" "XLVLDLPL" "XLVLDLP" "XLVLDLTG" "XSVLDLL" "XSVLDLPL" "XSVLDLP" "XSVLDLTG" "XXLVLDLL" "XXLVLDLPL" "XXLVLDLTG" "Gly"
"rs76693422" 0.125303 0.532778 0.66555 0.512459 0.389634 0.390864 0.131895 0.160195 0.064401 0.303478 0.159684 0.031468 0.19509 0.136411 0.835784 0.901826 0.353915 0.140379 0.148107 0.159958 0.277611 0.234292 0.274636 0.252214 0.294012 0.485772 0.099347 0.474244 0.43467 0.176789 0.165498 0.193672 0.09816 0.088562 0.090701 0.396508 0.347563 0.948747 0.349597 0.327441 0.333894 0.875651 0.469868 0.727048 0.995861 0.991959 0.960208 0.852114 0.358561 0.311901 0.241956 0.294633 0.197356 0.297758 0.444877 0.520879 0.430347 0.603291 0.423556 0.27499 0.77396 0.887327 0.065998 0.790092 0.983549 0.780774 0.766673 0.019021 0.569292 0.307815 0.807053 0.967099 0.929497 0.825027 0.522022 0.478266 0.471822 0.024308 0.957502 0.934565 0.99482 0.901893 0.977126 0.954089 0.09262 0.960446 0.346093 0.587596 0.879381 0.275445 0.253221 0.451737 0.249486 0.599891 0.802753 0.759206 0.613674 0.585266 0.444365 0.568497 0.777971 0.600103 0.427477 0.952983 0.971621
"rs12895346" 0.490979 0.978201 0.254631 0.15474 0.115047 0.186097 0.123915 0.803147 0.784867 0.298298 0.785609 0.589421 0.445814 0.809614 0.135844 0.388301 0.538409 0.298445 0.224535 0.180492 0.768374 0.774782 0.948582 0.90518 0.795619 0.134396 0.636017 0.444264 0.776703 0.102009 0.157661 0.138412 0.207108 0.370601 0.265309 0.730443 0.69815 0.113145 0.829132 0.765124 0.95072 0.31397 0.102942 0.043355 0.13592 0.070109 0.141501 0.077503 0.867134 0.617938 0.591869 0.522741 0.35315 0.393799 0.786204 0.431781 0.876874 0.442386 0.998894 0.331346 0.354736 0.228374 0.516029 0.131287 0.089013 0.095081 0.088451 0.971038 0.545115 0.792823 0.042082 0.505649 0.33391 0.0134 0.982172 0.915857 0.988894 0.367486 0.40729 0.17311 0.177604 0.268165 0.133844 0.03307 0.489906 0.111932 0.226451 0.146123 0.036919 0.084673 0.031823 0.032244 0.891118 0.320118 0.273769 0.459332 0.133374 0.326154 0.564629 0.252695 0.068128 0.299785 0.112983 0.155445 0.924826
"rs140300666" 0.447744 0.459242 0.168461 0.111113 0.038728 0.238652 0.033313 0.322928 0.454301 0.323061 0.734406 0.552782 0.377236 0.502468 0.838649 0.650842 0.340975 0.119055 0.626997 0.457251 0.552571 0.415165 0.664185 0.528851 0.749072 0.436293 0.730848 0.676899 0.365036 0.599296 0.510649 0.470761 0.483613 0.538503 0.51351 0.609889 0.497657 0.182761 0.543728 0.510334 0.578567 0.098832 0.16028 0.072539 0.158403 0.274044 0.239546 0.145697 0.758783 0.744199 0.756845 0.884476 0.938835 0.937515 0.824721 0.719627 0.78426 0.984962 0.824249 0.316287 0.301685 0.229329 0.519797 0.188112 0.213764 0.204148 0.227022 0.948303 0.984253 0.963824 0.101868 0.601283 0.523457 0.240538 0.804304 0.860828 0.936503 0.809859 0.425359 0.229806 0.186603 0.16293 0.144933 0.110363 0.441194 0.486148 0.916543 0.825772 0.556516 0.534402 0.357063 0.453214 0.756133 0.089066 0.19201 0.109848 0.074234 0.374463 0.928656 0.346757 0.097111 0.062674 0.153643 0.097298 0.384194
"rs12630171" 0.542633 0.820387 0.415955 0.781901 0.796235 0.862078 0.964624 0.771761 0.697488 0.835826 0.606762 0.829494 0.610791 0.97882 0.290887 0.666603 0.942144 0.182263 0.627586 0.403626 0.625083 0.508573 0.663707 0.528033 0.714496 0.855421 0.900424 0.833791 0.079244 0.434436 0.688559 0.448098 0.327333 0.330423 0.315424 0.968522 0.837343 0.402672 0.973147 0.914003 0.987893 0.169036 0.514669 0.6399 0.456124 0.609479 0.641123 0.832805 0.504812 0.730613 0.787546 0.589809 0.688397 0.605707 0.756332 0.7029 0.760496 0.613232 0.700388 0.799707 0.445128 0.563793 0.406964 0.317585 0.330915 0.889022 0.443151 0.649373 0.615481 0.570642 0.516072 0.468536 0.479721 0.756321 0.851422 0.622093 0.525244 0.422957 0.38982 0.395064 0.237864 0.429029 0.233342 0.348571 0.623641 0.458935 0.895692 0.863881 0.907937 0.952839 0.74196 0.850118 0.767552 0.487149 0.779412 0.295531 0.799737 0.94797 0.742262 0.998578 0.445348 0.340179 0.941195 0.427546 0.644087
"rs4455680" 0.256934 0.872749 0.595586 0.882151 0.677277 0.221265 0.477492 0.448543 0.709013 0.228369 0.894694 0.542014 0.876898 0.920075 0.260121 0.951944 0.690756 0.836916 0.077304 0.260135 0.665619 0.963684 0.561491 0.725079 0.542922 0.317561 0.338763 0.412233 0.0975 0.132522 0.139824 0.120837 0.172724 0.22169 0.198839 0.959102 0.706058 0.634944 0.959192 0.956866 0.908073 0.380283 0.787265 0.973971 0.782637 0.682076 0.78525 0.924442 0.361128 0.432634 0.571838 0.751311 0.838139 0.944544 0.767303 0.450669 0.835179 0.807954 0.87416 0.974176 0.351163 0.403294 0.577922 0.276087 0.432463 0.117769 0.530721 0.790899 0.520553 0.792809 0.328232 0.969853 0.976406 0.096739 0.488873 0.710886 0.793185 0.684507 0.96985 0.772446 0.387345 0.410556 0.317464 0.3425 0.837499 0.475437 0.493527 0.186133 0.062256 0.10442 0.060117 0.09047 0.838203 0.634724 0.589668 0.71007 0.641527 0.235772 0.366895 0.221829 0.201638 0.491668 0.37774 0.253642 0.264391
"rs117949085" 0.176475 0.722496 0.606212 0.314044 0.350179 0.919329 0.250943 0.963631 0.71542 0.979533 0.498951 0.7108 0.324039 0.510775 0.593268 0.023191 0.891349 0.329528 0.257352 0.153083 0.923926 0.941712 0.858816 0.957604 0.814704 0.7279 0.57239 0.980598 0.859128 0.173892 0.19044 0.262596 0.235625 0.261928 0.246897 0.992887 0.966761 0.907051 0.98889 0.952189 0.954271 0.946592 0.777729 0.744146 0.929827 0.862709 0.858819 0.959519 0.389335 0.357694 0.343927 0.420888 0.424014 0.432033 0.951556 0.92745 0.994654 0.983884 0.966933 0.188169 0.905469 0.846894 0.597994 0.617687 0.725336 0.497805 0.582867 0.773426 0.492751 0.720999 0.859751 0.734551 0.851976 0.445586 0.948619 0.889207 0.765568 0.342555 0.771275 0.925802 0.805031 0.864892 0.77499 0.740292 0.706208 0.434575 0.070579 0.081207 0.164991 0.131442 0.291169 0.291394 0.373222 0.556526 0.739743 0.877196 0.46651 0.680957 0.929311 0.749537 0.889495 0.810326 0.588749 0.778711 0.270799
"rs3914584" 0.828973 0.330028 0.978583 0.427804 0.29843 0.220086 0.918516 0.492989 0.505178 0.558702 0.56008 0.401789 0.134762 0.344726 0.943385 0.3423 0.102367 0.264662 0.907073 0.583496 0.064312 0.097731 0.099437 0.109983 0.119965 0.097476 0.673222 0.365786 0.229252 0.700135 0.819042 0.745935 0.835909 0.997955 0.875213 0.16765 0.092761 0.212718 0.167218 0.072831 0.159021 0.287863 0.729659 0.664235 0.965139 0.739907 0.763582 0.970732 0.560186 0.434559 0.232541 0.372006 0.213771 0.311468 0.304749 0.450432 0.287366 0.283768 0.268279 0.132378 0.273289 0.254463 0.071356 0.591728 0.34605 0.882098 0.886374 0.27594 0.087323 0.072116 0.184123 0.311267 0.357995 0.596746 0.587745 0.398747 0.363189 0.192382 0.103087 0.139643 0.181735 0.20338 0.223603 0.360651 0.182769 0.897768 0.561104 0.330802 0.543905 0.42552 0.370532 0.658492 0.615961 0.802102 0.943285 0.910732 0.934874 0.065595 0.097496 0.09532 0.163785 0.89715 0.931365 0.390427 0.781431
"rs9964452" 0.946369 0.554997 0.310575 0.196353 0.323227 0.227359 0.577176 0.438614 0.430842 0.310672 0.19043 0.77154 0.569534 0.650751 0.777451 0.120573 0.546047 0.041988 0.815533 0.795523 0.580102 0.588557 0.481827 0.615669 0.430233 0.251128 0.956409 0.512837 0.386643 0.721478 0.823214 0.675259 0.966027 0.865723 0.908436 0.488584 0.520162 0.60383 0.460771 0.511025 0.435131 0.309537 0.196068 0.177299 0.207988 0.601444 0.201878 0.208901 0.438581 0.523847 0.954962 0.753046 0.940315 0.883747 0.434837 0.409397 0.479079 0.497047 0.481186 0.746658 0.923824 0.997059 0.61295 0.975944 0.712274 0.613107 0.734645 0.796842 0.348231 0.815822 0.92729 0.556278 0.785137 0.184593 0.446038 0.640449 0.621547 0.682081 0.787195 0.565885 0.582045 0.528865 0.584477 0.530948 0.712158 0.93313 0.472207 0.25463 0.463477 0.408708 0.548548 0.428886 0.999069 0.082265 0.028752 0.088295 0.115858 0.392198 0.358147 0.3595 0.309271 0.006488 0.030463 0.064074 0.037719
"rs10879962" 0.907058 0.212956 0.151506 0.075275 0.020712 0.078977 0.116659 0.643368 0.591362 0.444645 0.409594 0.64129 0.391376 0.789207 0.076881 0.121006 0.364407 0.05349 0.49197 0.309858 0.275408 0.308661 0.293659 0.392893 0.326936 0.275949 0.689039 0.269457 0.295977 0.361792 0.404828 0.433053 0.456208 0.523548 0.494752 0.273755 0.264647 0.280198 0.314547 0.30337 0.31002 0.375796 0.194134 0.187286 0.887021 0.679146 0.802602 0.949121 0.909224 0.957001 0.982169 0.876153 0.904739 0.883227 0.378923 0.30468 0.431237 0.268416 0.441056 0.253242 0.211439 0.265012 0.706789 0.654397 0.300548 0.661124 0.603443 0.768513 0.889582 0.369488 0.564939 0.472625 0.574326 0.507772 0.67037 0.55938 0.644908 0.98712 0.057309 0.193353 0.195213 0.068027 0.265577 0.512321 0.583437 0.696828 0.154684 0.103452 0.214638 0.167132 0.255162 0.335695 0.806051 0.31017 0.206653 0.781539 0.415205 0.24437 0.308302 0.253129 0.282353 0.22108 0.463056 0.753442 0.118634
"rs140613947" 0.951316 0.821689 0.174959 0.330086 0.192314 0.086736 0.160933 0.073657 0.72831 0.414765 0.240418 0.895602 0.868703 0.836744 0.704044 0.398071 0.6167 0.26295 0.865422 0.964787 0.601343 0.730774 0.53742 0.816508 0.486112 0.592933 0.627719 0.612025 0.316312 0.806314 0.931307 0.840258 0.96953 0.928567 0.996745 0.575991 0.703682 0.273563 0.563972 0.8283 0.570252 0.397094 0.314478 0.198749 0.452631 0.248708 0.611448 0.378781 0.181831 0.2341 0.443328 0.190874 0.223947 0.178515 0.561601 0.41824 0.598024 0.781117 0.619788 0.574925 0.527788 0.242176 0.818214 0.366635 0.307169 0.747798 0.311202 0.162399 0.958198 0.986023 0.392703 0.624028 0.41121 0.772526 0.732937 0.801106 0.808869 0.978201 0.79458 0.970947 0.969533 0.740709 0.980816 0.667567 0.906647 0.369354 0.601227 0.597281 0.864226 0.73043 0.97977 0.824141 0.938906 0.173133 0.111743 0.52147 0.16981 0.453718 0.440299 0.523626 0.712962 0.217017 0.087903 0.128426 0.666058
"rs79048440" 0.922719 0.942828 0.090778 0.063358 0.052452 0.233095 0.026118 0.035856 0.978767 0.21696 0.093764 0.919323 0.970367 0.357276 0.365447 0.955999 0.351044 0.04242 0.889679 0.989072 0.649225 0.433826 0.488401 0.339381 0.40534 0.2968 0.775928 0.644971 0.381023 0.4682 0.502419 0.997826 0.906432 0.715385 0.950447 0.573155 0.438777 0.678223 0.440745 0.317484 0.390318 0.580589 0.212262 0.249953 0.169047 0.231142 0.368823 0.136741 0.720474 0.629978 0.975111 0.961272 0.956696 0.966401 0.460814 0.499751 0.441626 0.769453 0.360678 0.918156 0.80288 0.620757 0.903866 0.630351 0.743523 0.188279 0.408095 0.020953 0.925248 0.767539 0.990552 0.64552 0.885269 0.141849 0.594465 0.532129 0.568382 0.990774 0.940264 0.91779 0.901668 0.994559 0.889895 0.859495 0.911325 0.151687 0.593841 0.463624 0.546034 0.827273 0.845352 0.784394 0.624886 0.055845 0.192152 0.087236 0.052039 0.63065 0.237389 0.56049 0.656739 0.239798 0.070677 0.735243 0.477479
"rs141292841" 3.79e-05 0.189681 0.249275 0.217425 0.987873 0.284821 0.840239 0.526732 0.007421 0.145943 0.283135 0.0141 0.137574 0.221237 0.268857 0.337575 0.738082 0.317152 0.002821 0.126709 0.814851 0.882383 0.760667 0.700781 0.720415 0.719259 0.012172 0.392059 0.000533 0.035608 0.065273 0.084202 0.022955 0.022164 0.023232 0.435335 0.684993 0.148526 0.47225 0.528593 0.471164 0.399448 0.389885 0.323111 0.290215 0.258846 0.104724 0.329151 0.001941 0.002999 0.001352 0.000556 0.001028 0.000455 0.278581 0.329348 0.234928 0.111418 0.20432 0.183279 0.450491 0.344363 0.176626 0.171376 0.097182 0.11212 0.083338 0.318387 0.141573 0.036126 0.173439 0.000322 0.000116 0.197851 0.276196 0.163815 0.059627 0.812752 0.721951 0.406257 0.543146 0.268192 0.238517 0.24224 0.066132 0.153999 0.042487 0.092694 0.078951 0.04767 0.091067 0.095111 0.132919 0.600083 0.392632 0.219959 0.899633 0.648401 0.778988 0.786893 0.312549 0.194742 0.269019 0.219839 0.235137
"rs3742270" 0.603275 0.285024 0.672874 0.61067 0.331369 0.945518 0.348672 0.298941 0.988978 0.544589 0.434183 0.887592 0.445472 0.496534 0.341238 0.802004 0.43801 0.050555 0.431589 0.112625 0.179527 0.561261 0.156833 0.412828 0.126885 0.054269 0.873769 0.446805 0.909675 0.137664 0.185222 0.1618 0.149724 0.154583 0.163085 0.176763 0.366502 0.074232 0.180242 0.234995 0.163135 0.058228 0.117851 0.146698 0.057623 0.111383 0.051151 0.055998 0.512377 0.533444 0.689462 0.898005 0.858996 0.968909 0.212516 0.406516 0.176245 0.136923 0.158225 0.297031 0.057825 0.073672 0.976034 0.015121 0.050436 0.012382 0.02021 0.639735 0.962717 0.448455 0.023805 0.211736 0.137096 0.016954 0.266944 0.234394 0.149978 0.671835 0.119869 0.056678 0.022608 0.028841 0.014767 0.014343 0.630821 0.24263 0.424757 0.628691 0.340423 0.179706 0.046849 0.170251 0.454479 0.116456 0.248147 0.144399 0.139097 0.067905 0.233965 0.055647 0.010566 0.293019 0.188494 0.254095 0.250878
"rs117327182" 0.35693 0.650809 0.017902 0.028196 0.133656 0.349617 0.099882 0.486264 0.207569 0.003785 0.69862 0.129745 0.036192 0.465541 0.282658 0.468892 0.339366 0.396639 0.508787 0.217276 0.367159 0.346115 0.406261 0.445729 0.43453 0.843987 0.243597 0.259789 0.917023 0.275018 0.290751 0.343057 0.215975 0.200433 0.19913 0.254198 0.263575 0.635703 0.313368 0.378577 0.349279 0.466005 0.861666 0.829043 0.716877 0.985 0.93366 0.659053 0.620251 0.599446 0.582891 0.470193 0.424085 0.437008 0.260524 0.250138 0.295897 0.305921 0.335536 0.064193 0.64151 0.721255 0.330052 0.925122 0.639986 0.556687 0.887659 0.467491 0.300915 0.516846 0.893631 0.757635 0.849162 0.580345 0.254449 0.316482 0.390739 0.36922 0.378634 0.486082 0.513095 0.520626 0.549387 0.701561 0.044387 0.715631 0.840108 0.871898 0.638169 0.528073 0.366711 0.558053 0.287247 0.708195 0.654118 0.778509 0.852623 0.486574 0.518278 0.615696 0.730639 0.666843 0.590478 0.526495 0.526776
"rs138096294" 0.989059 0.93004 0.877684 0.205424 0.185971 0.476353 0.078532 0.857085 0.455114 0.378478 0.377653 0.404864 0.566515 0.806572 0.040512 0.459382 0.92327 0.119778 0.822396 0.217827 0.584306 0.604867 0.441921 0.49533 0.419322 0.409351 0.412356 0.979965 0.87835 0.538502 0.556025 0.537548 0.539449 0.560719 0.514606 0.998173 0.98765 0.832679 0.852817 0.70152 0.771255 0.590961 0.600879 0.411825 0.247262 0.244015 0.308051 0.29249 0.676611 0.710509 0.842722 0.533592 0.48452 0.418643 0.852002 0.863518 0.994053 0.828674 0.680139 0.539454 0.544655 0.713532 0.69118 0.941682 0.851467 0.578362 0.955966 0.397433 0.813224 0.520589 0.856314 0.594107 0.772287 0.540177 0.976616 0.840084 0.706431 0.565272 0.781525 0.919095 0.927315 0.889433 0.992986 0.807485 0.428246 0.965964 0.443591 0.334874 0.391839 0.226294 0.243267 0.247324 0.060335 0.417077 0.195309 0.057034 0.352859 0.291805 0.412111 0.336224 0.710863 0.236227 0.086539 0.187513 0.427111
"rs3765234" 0.922127 0.018072 0.815751 0.913046 0.966057 0.657509 0.863323 0.348833 0.887544 0.542258 0.930338 0.996166 0.9699 0.653186 0.763849 0.087592 0.613061 0.854509 0.517577 0.375767 0.898884 0.739026 0.828708 0.568697 0.768936 0.739384 0.957454 0.092385 0.482586 0.262774 0.304946 0.372635 0.406124 0.409719 0.436463 0.620461 0.440646 0.21627 0.669572 0.413889 0.697954 0.319191 0.325648 0.381121 0.179224 0.386163 0.141651 0.270702 0.391891 0.406849 0.558402 0.486508 0.370032 0.533507 0.475469 0.151229 0.510899 0.099659 0.509648 0.901078 0.391291 0.560346 0.49973 0.108382 0.143895 0.114151 0.096985 0.916308 0.585273 0.565416 0.273443 0.186302 0.212326 0.069128 0.639263 0.477483 0.494893 0.303583 0.331329 0.135484 0.202805 0.351356 0.166574 0.054855 0.905949 0.097571 0.561154 0.787293 0.472521 0.607764 0.66401 0.839669 0.528317 0.48721 0.480476 0.772292 0.427445 0.594968 0.750365 0.531013 0.373472 0.251071 0.567773 0.559395 0.625385
"rs113233733" 0.168333 0.807302 0.95218 0.486413 0.063995 0.023858 0.141725 0.818 0.776063 0.78027 0.600612 0.287473 0.269992 0.574181 0.016583 0.075339 0.212996 0.763854 0.302667 0.345801 0.302869 0.326987 0.22711 0.199686 0.197205 0.154024 0.274628 0.212835 0.212424 0.51361 0.490058 0.509078 0.493776 0.585605 0.496051 0.334016 0.296814 0.603894 0.226193 0.158936 0.188156 0.846786 0.654665 0.639324 0.851448 0.716146 0.685871 0.843513 0.690017 0.773682 0.655238 0.697473 0.40899 0.496683 0.255607 0.207696 0.160536 0.125539 0.132867 0.260773 0.315248 0.360482 0.39524 0.432111 0.543053 0.456088 0.611222 0.626658 0.416131 0.147441 0.15109 0.598218 0.612474 0.119144 0.114744 0.086155 0.07555 0.661222 0.478261 0.453336 0.372126 0.394865 0.350883 0.322471 0.210983 0.53814 0.035895 0.034242 0.09059 0.061671 0.171339 0.065348 0.023353 0.433053 0.485093 0.560513 0.509479 0.156066 0.245518 0.149918 0.186434 0.320946 0.194554 0.074474 0.337927
"rs189462191" 0.992013 0.664942 0.457349 0.47231 0.412478 0.081173 0.484801 0.91098 0.909254 0.950122 0.817922 0.890415 0.64559 0.663102 0.397706 0.660792 0.52829 0.71824 0.304809 0.860731 0.507935 0.43759 0.394515 0.450571 0.327185 0.076228 0.91807 0.845767 0.216514 0.26234 0.464061 0.708762 0.430867 0.561228 0.472696 0.786102 0.730334 0.398213 0.623724 0.610128 0.543663 0.778817 0.573217 0.516307 0.491129 0.545364 0.641861 0.336313 0.02171 0.06524 0.240753 0.082133 0.281086 0.129387 0.783503 0.800726 0.79083 0.906298 0.733771 0.840253 0.930946 0.691855 0.624369 0.480486 0.436891 0.493091 0.229806 0.96172 0.640825 0.68364 0.842313 0.185276 0.052147 0.456058 0.832164 0.829975 0.88862 0.430387 0.774753 0.978169 0.948052 0.762124 0.979016 0.795667 0.724034 0.37005 0.973706 0.876626 0.609667 0.623905 0.604145 0.75628 0.681424 0.372214 0.55485 0.684539 0.277899 0.205216 0.162911 0.213983 0.31477 0.702708 0.426561 0.749387 0.061748
"rs386196" 0.121685 0.711196 0.856468 0.570111 0.408935 0.24337 0.394868 0.828201 0.027461 0.779779 0.571093 0.040982 0.971415 0.212639 0.795107 0.237699 0.395089 0.324156 0.010758 0.000138 0.20172 0.162138 0.465614 0.475294 0.619874 0.720957 0.076131 0.798838 0.233255 0.001106 0.000213 8.01e-05 0.000743 0.001798 0.000802 0.29496 0.444162 0.052033 0.400283 0.572762 0.487693 0.05463 0.043733 0.100505 0.02209 0.029523 0.138337 0.010761 0.580218 0.492562 0.465978 0.936165 0.797782 0.914967 0.386944 0.617319 0.537362 0.894284 0.62657 0.862025 0.302184 0.175423 0.055363 0.04862 0.025511 0.122698 0.008019 0.958892 0.0441 0.161408 0.130969 0.134392 0.100958 0.076335 0.932869 0.731409 0.771868 0.164468 0.677678 0.211442 0.186309 0.323473 0.119515 0.026803 0.61386 0.210867 0.124159 0.137308 0.015582 0.011756 0.000455 0.007226 0.0103 0.232231 0.190613 0.232276 0.22436 0.69858 0.54908 0.622964 0.188481 0.152667 0.330477 0.617408 0.709745
"rs115114534" 0.68473 0.948437 0.735851 0.459046 0.47668 0.59934 0.53272 0.687211 0.900058 0.578868 0.245816 0.535123 0.616325 0.382785 0.167668 0.559055 0.642941 0.227638 0.902406 0.203418 0.556728 0.594881 0.388007 0.374087 0.339161 0.149009 0.690798 0.619896 0.072569 0.600642 0.800209 0.633137 0.701244 0.852484 0.641606 0.900718 0.680534 0.136061 0.763688 0.379186 0.681805 0.487136 0.399419 0.259463 0.513789 0.349983 0.810877 0.383755 0.300344 0.132587 0.090706 0.11078 0.041915 0.073313 0.902183 0.791343 0.86774 0.998932 0.946508 0.710863 0.149005 0.092168 0.47554 0.209479 0.175333 0.346285 0.441667 0.674229 0.504864 0.900543 0.121294 0.132872 0.109739 0.140506 0.299092 0.586823 0.722824 0.993148 0.227987 0.198257 0.165734 0.119108 0.161002 0.174776 0.834826 0.356247 0.065755 0.087628 0.075012 0.043473 0.101243 0.094793 0.8867 0.437316 0.583943 0.723137 0.319945 0.144278 0.232865 0.130039 0.098863 0.827323 0.939313 0.627791 0.510443
"rs4925840" 0.552859 0.13289 0.132691 0.037965 0.009297 0.115715 0.003145 0.692756 0.712334 0.034426 0.950869 0.419412 0.131041 0.245806 0.219112 0.725111 0.061521 0.78296 0.204082 0.685586 0.067631 0.055347 0.064543 0.069055 0.068836 0.162622 0.567196 0.066226 0.432356 0.185884 0.197568 0.366872 0.196375 0.215581 0.206024 0.07894 0.065957 0.598977 0.067913 0.079422 0.069585 0.615398 0.374426 0.468351 0.367074 0.356443 0.532225 0.293151 0.025514 0.032537 0.093731 0.047577 0.077787 0.06181 0.091588 0.077802 0.085244 0.147573 0.093573 0.28821 0.274006 0.391402 0.096347 0.571409 0.542539 0.53174 0.62337 0.826559 0.036436 0.181314 0.427814 0.362824 0.230626 0.271841 0.068276 0.086538 0.122489 0.781766 0.212067 0.307088 0.347967 0.36118 0.399383 0.50058 0.174682 0.456851 0.552441 0.54235 0.683381 0.629348 0.870436 0.483861 0.231478 0.711432 0.557734 0.712502 0.821032 0.154927 0.102457 0.168301 0.327333 0.323256 0.717802 0.439784 0.111811
"rs10181186" 0.646012 0.576054 0.918784 0.839158 0.806014 0.869436 0.754971 0.803758 0.608026 0.901303 0.306703 0.646715 0.877903 0.479624 0.488552 0.441083 0.992679 0.845729 0.568657 0.379543 0.753066 0.550335 0.681737 0.4418 0.649423 0.595143 0.536548 0.736873 0.264851 0.397181 0.47252 0.455226 0.610206 0.830098 0.71863 0.982952 0.932862 0.598496 0.913282 0.778901 0.922674 0.886756 0.553298 0.595021 0.586319 0.482022 0.640779 0.602992 0.538686 0.75285 0.504369 0.335563 0.337499 0.300694 0.923126 0.958347 0.936934 0.710488 0.920953 0.686143 0.963586 0.74969 0.485967 0.502557 0.493328 0.598096 0.539694 0.169079 0.293633 0.944917 0.570365 0.629473 0.542351 0.687651 0.712068 0.857232 0.847377 0.829741 0.820929 0.970224 0.978392 0.856978 0.912736 0.600304 0.992598 0.59389 0.104626 0.126179 0.106944 0.11497 0.177888 0.435715 0.572049 0.457567 0.415869 0.862083 0.389324 0.508728 0.408103 0.450705 0.551393 0.301469 0.194083 0.493672 0.042575
"rs6105142" 0.57741 0.040692 0.026305 0.182465 0.497247 0.650659 0.347415 0.215355 0.075882 0.653214 0.402575 0.008186 0.005805 0.153911 0.180953 0.064081 0.024289 0.429036 0.112479 0.769897 0.00078 0.000832 0.000339 0.000977 0.000267 4.76e-05 0.024409 0.016698 0.060072 0.136045 0.193019 0.181303 0.165708 0.146056 0.185144 0.009005 0.026859 0.021072 0.005452 0.020674 0.004336 0.241051 0.258871 0.320125 0.568562 0.291102 0.39766 0.442325 0.005378 0.015215 0.068973 0.028572 0.103638 0.044057 0.018395 0.032982 0.017408 0.029959 0.016037 0.002428 0.003836 0.008891 0.269629 0.025946 0.017841 0.079108 0.089276 0.16265 0.423107 0.021693 0.003087 0.075505 0.038882 0.025259 0.025767 0.044476 0.035473 0.722398 0.004952 0.002861 0.003032 0.001069 0.003194 0.00236 0.004408 0.417721 0.810334 0.747619 0.722278 0.74976 0.470523 0.191929 0.010207 0.454008 0.552579 0.950813 0.465504 3.12e-05 8.81e-05 3.84e-05 0.000102 0.538423 0.54154 0.15138 0.137048
"rs117625902" 0.17044 0.258919 0.788336 0.929471 0.924614 0.439835 0.870839 0.4803 0.976425 0.934681 0.242268 0.811533 0.359044 0.724118 0.581393 0.592533 0.177034 0.731525 0.057291 0.553541 0.149454 0.054202 0.082468 0.049236 0.068208 0.044912 0.408287 0.298833 0.045858 0.075319 0.106649 0.30099 0.224831 0.321128 0.278985 0.318321 0.246055 0.471028 0.199838 0.167025 0.186541 0.32446 0.765596 0.741574 0.890236 0.097857 0.626545 0.807332 0.030277 0.069443 0.350518 0.254075 0.514582 0.432428 0.381124 0.376699 0.373592 0.548898 0.388295 0.461184 0.259043 0.347878 0.273581 0.67279 0.636209 0.546137 0.846943 0.244345 0.233249 0.638839 0.399754 0.387898 0.120046 0.150045 0.409874 0.437615 0.512324 0.314721 0.23671 0.231807 0.287286 0.198277 0.311186 0.751443 0.46502 0.248316 0.306573 0.283755 0.279321 0.340629 0.363318 0.11102 0.465377 0.986355 0.943705 0.777026 0.914851 0.027131 0.017986 0.028747 0.08915 0.927272 0.803372 0.923874 0.70065
